105.000000,0.000000,209.436336,357.664760,213.620899,41.481839,2.134551,2.007113,6.624019,0.000000,6.938968,0.000000,0.000000,0.000000,0.000000,0.964189,53.952016,45.362675
105.000000,1.000000,212.295734,397.288232,233.072286,39.689084,2.231313,1.989854,6.933247,0.000000,6.536729,0.000000,210.618218,0.000000,196.704252,0.940914,51.528878,51.426612
105.000000,2.000000,185.000270,339.160415,218.140544,45.306999,2.164641,2.201737,6.591765,0.000000,6.543858,0.000000,365.051565,0.000000,432.163127,0.963216,57.034750,46.177742
105.000000,3.000000,204.154715,383.197951,249.248548,43.528126,2.207487,1.927381,7.017816,0.000000,6.157362,0.000000,557.511246,0.000000,549.344376,1.056242,51.990549,48.905031
105.000000,4.000000,208.261300,336.532099,220.613362,41.217738,2.010107,2.077092,7.025233,0.000000,6.154147,0.000000,823.216112,0.000000,785.412543,1.090023,57.770414,45.662619
105.000000,5.000000,197.021033,383.513048,250.713964,37.784985,2.176523,1.915710,6.569544,0.000000,6.949184,0.000000,984.957950,0.000000,1033.007785,1.093147,50.003709,52.134738
105.000000,6.000000,190.766758,334.213026,210.514391,38.116423,2.047033,2.217494,6.957749,0.000000,7.303450,0.000000,1114.566230,0.000000,1278.965993,1.040632,49.898516,49.840481
105.000000,7.000000,184.080000,377.236592,217.103560,41.006991,2.257216,2.028669,7.268000,0.000000,6.870572,0.000000,1451.842351,0.000000,1418.978698,0.906836,53.499642,46.898612
105.000000,8.000000,199.592564,370.270977,219.153356,44.555549,2.186813,1.951947,6.232569,0.000000,6.804469,0.000000,1455.422137,0.000000,1490.296112,1.000705,56.146540,49.749362
105.000000,9.000000,197.990045,390.450698,214.496971,44.081949,2.018250,2.274614,7.397578,0.000000,6.437462,0.000000,1903.665741,0.000000,1960.711961,1.099383,49.889306,51.799723
105.000000,10.000000,184.619609,339.433312,223.023641,42.247699,2.158215,2.258942,6.837761,0.000000,7.402442,0.000000,2081.375650,0.000000,1800.444183,1.083832,60.177238,53.370337
105.000000,11.000000,200.759531,396.841514,250.607626,40.998623,2.187810,1.967325,6.230510,0.000000,6.249316,0.000000,2336.248052,0.000000,2366.201596,1.098437,59.111407,50.393925
105.000000,12.000000,210.794965,379.853638,232.267744,37.375391,2.047280,2.230306,6.982083,0.000000,6.631964,0.000000,2234.842740,0.000000,2427.257404,0.970823,56.401383,46.304069
105.000000,13.000000,197.489739,363.216383,224.199075,39.926370,1.935878,1.924620,6.732633,0.000000,6.608421,0.000000,2358.456885,0.000000,2549.333617,1.000826,51.064553,49.003306
105.000000,14.000000,194.685166,372.120984,226.589550,37.361197,1.934712,1.915568,6.611371,0.000000,6.760828,0.000000,2731.337223,0.000000,2924.427907,1.060202,50.341976,46.634770
105.000000,15.000000,198.831388,352.646596,251.095756,42.718292,1.896170,2.006848,6.446833,0.000000,6.899031,0.000000,2986.603374,0.000000,3060.451863,1.058124,58.972219,47.394479
105.000000,16.000000,215.312354,352.213432,207.921369,38.883764,2.196139,2.017491,6.259035,0.000000,6.574592,0.000000,3058.972400,0.000000,3099.594821,0.968460,58.150176,45.057853
105.000000,17.000000,180.116198,351.445736,248.989814,40.444030,2.004288,2.212788,6.755681,0.000000,6.141229,0.000000,3611.016923,0.000000,3067.496955,0.928151,50.081493,45.007613
105.000000,18.000000,181.406028,374.993330,240.681613,43.792800,1.928130,2.207955,6.113175,0.000000,6.787279,0.000000,3885.974224,0.000000,3898.614801,1.025098,60.437566,44.945958
105.000000,19.000000,215.251784,378.286663,253.017592,42.418138,2.219903,2.050129,6.965527,0.000000,6.571831,0.000000,3537.477213,0.000000,3708.097809,0.906795,52.310588,54.141436
105.000000,20.000000,181.461220,386.554579,248.218588,43.618139,1.931164,2.152096,7.129539,0.000000,6.365655,0.000000,4091.775879,0.000000,3771.436090,0.959018,53.933570,50.651406
105.000000,21.000000,192.081868,393.874053,231.924683,43.570554,1.992822,2.163154,7.352646,0.000000,6.579668,0.000000,3882.680336,0.000000,4119.644047,0.991320,49.769272,47.513163
105.000000,22.000000,194.686050,397.660768,247.022953,42.797669,2.150629,1.931509,6.983846,0.000000,7.274101,0.000000,4759.015002,0.000000,4036.874562,1.059350,59.217752,47.069969
105.000000,23.000000,210.399372,394.126772,228.629931,37.929246,2.261975,2.198531,6.953773,0.000000,7.327004,0.000000,4401.865312,0.000000,4274.396796,0.993876,51.665636,51.620804
105.000000,24.000000,180.407418,343.220599,252.998139,42.136650,2.235754,2.064530,7.351681,0.000000,6.231584,0.000000,4999.355271,0.000000,4331.711598,0.985601,50.402383,52.430949
105.000000,25.000000,208.638080,339.239834,217.647124,37.886529,2.047502,1.994354,6.235893,0.000000,6.495107,0.000000,4706.536744,0.000000,5025.076158,0.989794,54.737851,47.021455
105.000000,26.000000,202.259695,369.072525,208.025403,44.375134,2.075678,2.230639,7.207409,0.000000,7.348456,0.000000,5302.836273,0.000000,5664.171213,0.980158,59.119088,52.314926
105.000000,27.000000,196.944307,403.563798,232.620421,37.284673,1.892988,2.180778,6.385731,0.000000,6.165334,0.000000,5220.595737,0.000000,5788.758726,1.049893,60.340226,51.760173
105.000000,28.000000,214.339729,384.304229,215.779363,38.823160,1.982442,1.897981,7.158346,0.000000,6.638984,0.000000,5494.046434,0.000000,5882.590101,0.943245,55.691309,50.799275
105.000000,29.000000,177.202488,378.911558,224.092056,38.828062,2.068691,2.091766,6.979566,0.000000,7.041978,0.000000,5831.259336,0.000000,5636.747940,0.928904,56.710502,48.969460
105.000000,30.000000,207.751289,401.227760,244.729533,45.352703,2.010659,2.003951,7.309193,0.000000,6.938062,0.000000,5784.700163,0.000000,5741.628364,1.094669,50.972759,47.660816
